,GeneralRanking,Surname First name Club / Team,Cat.,Class.Cat.,Time,Difference/ 1st,Nationality
591,592,823  - ERIKSSON Sigurd JAKOBSLI MARATON,V2H,51,38:42:08,17:57:52,NO
592,593,938  - VITEAU Sebastien SEMUR ATHLETISME AVENTURE,SEH,234,38:42:42,17:58:26,FR
593,594,1501  - GÓRYŃSKI Rafał,SEH,235,38:43:16,17:59:00,PL
594,595,1291  - NASCIMENTO Rui OCS PROAVENTURAS,V1H,251,38:43:35,17:59:19,PT
595,596,1230  - PERICAS PALOU Antoni RUNNATICS,SEH,236,38:45:27,18:01:11,ES
596,597,2866  - CHOI Yuet San RUNNING MADHOUSE,V1H,252,38:46:16,18:02:00,HK
597,598,1755  - VILLAUME Alix,SEH,237,38:46:51,18:02:35,FR
598,599,324  - METGE Jonathan Garmin France,SEH,238,38:47:42,18:03:26,FR
599,600,1085  - PÓLTORAK Krzysztof,V1H,253,38:48:48,18:04:32,PL
600,601,1528  - SMALLEY Kevin,V1H,254,38:49:16,18:05:00,GB
601,602,388  - BROSSEAU Sebastien SAINT JEAN DE MONTS TRIATHLON CLUB,V1H,255,38:49:24,18:05:08,FR
602,603,1381  - DAHLSTRÖM Andreas TEAM NORDIC TRAIL,SEH,239,38:49:49,18:05:33,SE
603,604,1563  - KUBOTA Masahito,V1H,256,38:50:13,18:05:57,JP
604,605,2593  - PINTERIČ Dejan DDT-TEAM,V1H,257,38:51:09,18:06:53,SI
605,606,1884  - STEELE William,SEH,240,38:51:22,18:07:06,GB
606,607,1078  - POLLIEN Christian AVORIAZ,V2H,52,38:52:34,18:08:18,FR
607,608,1115  - VALLAT Pierre-Alain CA FONTENAIS,V1H,258,38:53:05,18:08:49,CH
608,609,1613  - O'SULLIVAN Paul,SEH,241,38:53:40,18:09:24,GB
609,610,1856  - SWAIN Duncan,SEH,242,38:53:51,18:09:35,GB
610,611,1810  - NAGAE Kiyoshi MONSTER,SEH,243,38:53:56,18:09:40,JP
611,612,1353  - PEUCHOT Bernard AAA DU LYONNAIS,V2H,53,38:54:34,18:10:18,FR
612,613,2038  - SAMWELL Ben,V1H,259,38:55:26,18:11:10,ZA
613,614,1630  - DUTRAIVE Thierry TEAM LESBOISANSOIF,V2H,54,38:59:03,18:14:47,FR
614,615,1158  - GRASSET Romain,SEH,244,38:59:12,18:14:56,FR
615,616,2885  - OKUBO Masahiro,V1H,260,39:00:21,18:16:05,JP
616,617,2306  - PETIT Sébastien,V1H,261,39:01:53,18:17:37,FR
617,618,965  - VALENCIA NEBOT Carles ASS. ESP. DIEDRE,V1H,262,39:02:52,18:18:36,ES
618,619,2855  - ALLEGRET-BOURDON Franck,V1H,263,39:03:20,18:19:04,FR
619,620,1413  - CORTI Mauro OSA VALMADRERA,V2H,55,39:03:52,18:19:36,IT
620,621,2082  - TOUTIN Fabrice,V1H,264,39:04:52,18:20:36,FR
621,622,997  - MATSUI Koichi TEAM 100 MILE,V1H,265,39:05:20,18:21:04,JP
622,623,1362  - DESMARCHELIER Thomas,SEH,245,39:05:56,18:21:40,FR
623,624,1176  - STEINBAUER Martin HELLDOG,V1H,266,39:06:07,18:21:51,DE
624,625,1199  - CIECHANOWSKI Bartłomiej,V1H,267,39:06:21,18:22:05,PL
625,626,1023  - GRAND Thomas ALTITRAIL,SEH,246,39:06:46,18:22:30,FR
626,627,1726  - SACLEUX David HONDA,SEH,247,39:06:56,18:22:40,FR
627,628,1510  - MILCZAREK Paweł Road to UTMB,SEH,248,39:07:13,18:22:57,PL
628,629,853  - ISAERT Christophe Team Gravelines Trail,V1H,268,39:08:16,18:24:00,FR
629,630,1417  - BREMMERS Paul,V1H,269,39:08:22,18:24:06,NL
630,631,1240  - GEGU Thierry VTT RUNNING ST JEAN/MAYENNE,V1H,270,39:08:23,18:24:07,FR
631,632,1188  - PURVIS Loyd,V1H,271,39:08:41,18:24:25,GB
632,633,625  - WYATT Steven AT YOUR PACE TRAIL TEAM,V1H,272,39:08:43,18:24:27,GB
633,634,2494  - BLÁHA Karel ITHINKBEER,V1H,273,39:09:01,18:24:45,CZ
634,635,1053  - FONG Wai Hok,V1H,274,39:09:22,18:25:06,HK
635,636,910  - NABESHIMA Masami SMILERUN,V1F,24,39:10:02,18:25:46,JP
636,636,1089  - KOPP Jérôme,SEH,249,39:10:02,18:25:46,CH
637,638,1335  - PARMENTIER Thierry NORDIC WALKING FLORIVAL,V2H,56,39:11:03,18:26:47,FR
638,639,741  - INOUE Chizuru Team 100 mile,V1F,25,39:12:03,18:27:47,JP
639,640,1404  - CRAVERO Roberto ASD DRAGONERO,V2H,57,39:12:10,18:27:54,IT
640,641,772  - JANOS Mario Ultra BoB,SEH,250,39:14:29,18:30:13,SK
641,642,2496  - KUSNIER Martin FATRANSKI VLCI,V1H,275,39:15:01,18:30:45,SK
642,643,841  - DROBEZ Katja ENERGE TEAM,V1F,26,39:15:57,18:31:41,SI
643,644,994  - COLLET Benoit,V1H,276,39:17:12,18:32:56,FR
644,645,402  - SCHERRER Philippe OXYGENE68,SEH,251,39:18:01,18:33:45,FR
645,646,1750  - BORDAGE Quentin,SEH,252,39:19:38,18:35:22,FR
646,647,1831  - KAGAN Nicolas,SEH,253,39:19:41,18:35:25,FR
647,648,1695  - SKOROVS Reinis VSK NOSKRIEN,ESH,2,39:19:44,18:35:28,LV
648,649,1780  - ANTON LANSEROS Francisco CLUB DE MONTANA GASTEIZ,V2H,58,39:20:36,18:36:20,ES
649,650,1210  - FALLQVIST Dan UMARA SPORTS CLUB,V1H,277,39:20:47,18:36:31,SE
650,651,1753  - POUSSOT Benoit Fondeurs d'espoir,SEH,254,39:22:01,18:37:45,FR
651,652,390  - LANTUECH Lionel TANA QUEST,V1H,278,39:22:11,18:37:55,FR
652,652,2053  - GRAND'HOMME Olivier,SEH,255,39:22:11,18:37:55,FR
653,654,1691  - DOUSPIS Stephane,V1H,279,39:22:14,18:37:58,FR
654,655,1747  - RHODES Steve HYDE PARK HARRIERS,V2H,59,39:22:34,18:38:18,GB
655,656,768  - BRACCIALINI Matteo,V1H,280,39:22:46,18:38:30,IT
656,657,1186  - LEJEUNE Olivier TRIVELOCE SAINT SEBASTIEN,V1H,281,39:22:53,18:38:37,FR
657,658,1217  - MITCHELL Brian,SEH,256,39:23:04,18:38:48,GB
658,659,2859  - BARTON David,V1H,282,39:23:19,18:39:03,DE
659,660,1696  - DICARA Stephan,V1H,283,39:23:37,18:39:21,US
660,661,1616  - BARBET Francky VS LA FERTE-BERNARD,V1H,284,39:24:00,18:39:44,FR
661,662,612  - MYLSAMY Saravanan,V1H,285,39:24:03,18:39:47,IN
662,663,1128  - FERNANDEZ BEDMAR Francisco Javier INDEPENDIENTE,V1H,286,39:24:08,18:39:52,ES
663,664,1930  - RIVAS Javier Mistica de Montaña,V1H,287,39:24:31,18:40:15,AR
664,665,707  - SCIAMANNA Silvestro TEAM PASTURO,V1H,288,39:24:34,18:40:18,IT
665,666,1950  - SCHMIDT Pierre,SEH,257,39:24:52,18:40:36,FR
666,667,1665  - PAROLARI Mattia,SEH,258,39:25:02,18:40:46,IT
667,668,1961  - STISKAL Jan EKORA,SEH,259,39:25:06,18:40:50,CZ
668,669,1243  - NOWAK Sean,V1H,289,39:25:23,18:41:07,US
669,670,2531  - KOBAYASHI Masanao,SEH,260,39:25:59,18:41:43,JP
670,671,1331  - MOTSCHWILLER Yan,V1H,290,39:26:36,18:42:20,FR
671,672,2416  - LEON Gabriel NUTRISPORT CENTER,SEH,261,39:26:57,18:42:41,VE
672,673,1849  - MAOUT Mikael,V1H,291,39:27:35,18:43:19,FR
673,674,595  - MUÑOZ DUARTE Alejandro CUELLAR STONE,SEH,262,39:27:42,18:43:26,ES
674,675,2095  - MOULLEC Jean Claude,V1H,292,39:27:55,18:43:39,FR
675,676,1848  - DRESMANIS Andris VSK NOSKRIEN,V1H,293,39:28:34,18:44:18,LV
676,677,1797  - DEGRANGE Geoffroy,SEH,263,39:28:38,18:44:22,FR
677,678,1028  - RENARD Bruno SARA KORRIKA,V1H,294,39:28:58,18:44:42,FR
678,679,1687  - INAGI Hiroaki,SEH,264,39:29:01,18:44:45,JP
679,680,1824  - SCHLÖMER Robert,V1H,295,39:29:10,18:44:54,DE
680,681,2469  - DULONG DE ROSNAY Nicolas,SEH,265,39:30:36,18:46:20,CH
681,682,1472  - RASMUSSEN Preben,V1H,296,39:30:59,18:46:43,DK
682,683,1539  - ROMERO MONTERO Diego C.D. CIUDAD DEL LAGO,V1H,297,39:33:19,18:49:03,ES
683,684,1627  - CASTILLA JURADO Domingo C.D. CIUDAD DEL LAGO,V1H,298,39:33:20,18:49:04,ES
684,685,2393  - RAMIREZ Benjamin,SEH,266,39:33:43,18:49:27,PH
685,686,1108  - AMADEU Teixeira AMIGOS DO PEDAL TRAIL DE LAGARES,V2H,60,39:33:45,18:49:29,PT
686,687,1103  - SUZANO Sergio ORALKLASS - AMIGOS DO TRAIL,SEH,267,39:33:48,18:49:32,PT
687,688,1723  - SERVEAUX Freddy,V1H,299,39:34:11,18:49:55,FR
688,689,1550  - LE MOUEL Gilles,V1H,300,39:34:20,18:50:04,FR
689,690,916  - WILLOCQ Jean GRAVITY RUNNING EXPERIENCE,V1H,301,39:34:58,18:50:42,FR
690,691,1163  - SUGIYAMA Hirokazu KOBE-ONIGIRI,V1H,302,39:35:07,18:50:51,JP
691,692,817  - CAVALLO Giuseppe,V1H,303,39:35:20,18:51:04,IT
692,693,794  - PERRIN Julien ROCHESSON HAUTES VOSGES,V1H,304,39:35:58,18:51:42,FR
693,694,2845  - SAYLES Chris,SEH,268,39:36:01,18:51:45,GB
694,695,1776  - CURE Olivier 077121,V1H,305,39:36:23,18:52:07,FR
695,696,1865  - LYBAERT Bram,SEH,269,39:36:39,18:52:23,BE
696,697,1397  - CONTE Joel SG HERICOURT,V1H,306,39:37:33,18:53:17,FR
697,698,1257  - POUCET Bérenger CHIMAY TRAIL AVENTURE,SEH,270,39:37:36,18:53:20,BE
698,699,2870  - GAMBOA Mamerto Bichos Runners,V1H,307,39:37:48,18:53:32,ES
699,700,2813  - ARIAS CAMARGO Andres BIKILA RUNNERS,SEH,271,39:39:02,18:54:46,CO
700,701,1105  - BURNICHON Jean-Luc KALENJI,V2H,61,39:39:07,18:54:51,FR
701,702,359  - JOHANNES Sönke,V2H,62,39:40:02,18:55:46,CH
702,703,1460  - DAREY Maxime,SEH,272,39:40:20,18:56:04,FR
703,704,801  - GERBER Brigitte DER BERNER LAUFLADEN,V2F,4,39:40:41,18:56:25,CH
704,705,1862  - RÉMOND Christophe MONDEVILLE TRAIL AVENTURE,V2H,63,39:41:08,18:56:52,FR
705,706,1645  - WANG Zhiwei,V1H,308,39:41:12,18:56:56,CN
706,707,1138  - NAVARRO AGUILERA Daniel C.D. SAPIENS HUMAN RUNNER,SEH,273,39:41:29,18:57:13,ES
707,708,1721  - CHAOUAD Yazid,V1H,309,39:41:59,18:57:43,FR
708,709,1524  - MIEHE Azzouz,V1H,310,39:42:03,18:57:47,FR
709,710,1394  - KOKOREVICS Edgars,SEH,274,39:42:11,18:57:55,LV
710,711,1458  - TRUNDLEY Tony COLLINGWOOD AC,V2H,64,39:42:19,18:58:03,GB
711,712,1954  - SPRUNGLI Caspar,V1H,311,39:45:29,19:01:13,AR
712,713,397  - TROW David,V1H,312,39:46:49,19:02:33,US
713,714,1182  - UCELLI Robin,SEH,275,39:48:43,19:04:27,FR
714,715,1609  - VEGA Alberto BICHILLORUNNER CANARIAS,V2H,65,39:48:51,19:04:35,ES
715,716,1355  - BORGOBELLO Fabrizio,V1H,313,39:49:21,19:05:05,IT
716,717,1204  - VIEZZI Manuel IMPOSSIBLE TARGET,V1H,314,39:49:22,19:05:06,IT
717,718,2315  - ISANTA Gerard VIKINGS BELLVIS,V1H,315,39:49:34,19:05:18,ES
718,719,920  - JOAO Rodrigo IAZA TRAIL RUNNING TEAM,V1H,316,39:50:04,19:05:48,BR
719,720,706  - PORTO Francisco GO ON OUTDOOR / HAY PUMAS,V1H,317,39:50:07,19:05:51,BR
720,720,1259  - THOMAS Joel SQUADRUN,SEH,276,39:50:07,19:05:51,NZ
721,722,962  - BORDEL Sandra COURIR EN LIVRADOIS FOREZ,V1F,27,39:51:36,19:07:20,FR
722,723,2101  - MACHADO Pedro,SEH,277,39:51:57,19:07:41,PT
723,724,380  - ROYO Albert NEWRUNNERS,V1H,318,39:52:02,19:07:46,ES
724,725,1914  - BAHON Yannick BRP GUER,V2H,66,39:52:35,19:08:19,FR
725,726,1676  - KOJIMA Dai JAPAN SKYRUNNING TEAM,SEH,278,39:52:59,19:08:43,JP
726,727,702  - THOMAS Christopher rabbitELITEtrail,V2H,67,39:53:22,19:09:06,US
727,727,1500  - BARMAZ Manuel,SEH,279,39:53:22,19:09:06,IT
728,729,1450  - LAMADON Ludovic ASPTT CLERMONT FERRAND,SEH,280,39:54:28,19:10:12,FR
729,730,535  - PERCHE Suzanne CMBM,V2F,5,39:54:31,19:10:15,FR
730,731,1478  - PLISSON Damien,SEH,281,39:54:37,19:10:21,FR
731,732,1160  - NOSAS IRANZO David RESTAURANT LA GRAELLA,SEH,282,39:54:38,19:10:22,ES
732,733,1378  - TOULEMONDE Pierre,V1H,319,39:54:42,19:10:26,FR
733,734,1271  - PRIVET Vincent,SEH,283,39:54:56,19:10:40,FR
734,735,1535  - LECOMTE Fabrice,V1H,320,39:54:58,19:10:42,FR
735,736,2067  - PORTEIX Stephane,V1H,321,39:55:19,19:11:03,FR
736,737,1635  - SEZNEC Vincent ESPRIT RUN,SEH,284,39:55:40,19:11:24,FR
737,738,1121  - BAUDOIN Aurélien ESPRIT RUN,SEH,285,39:55:42,19:11:26,FR
738,739,1129  - PINEAU Sebastien JCPLP,V1H,322,39:55:44,19:11:28,FR
739,740,1169  - CAPILI Aleksis UltraGear Sports,V1H,323,39:55:54,19:11:38,PH
740,741,1056  - YEE Hing Tong,V2H,68,39:56:07,19:11:51,HK
741,742,1558  - RIOU Gaetan SONCEBOZ,SEH,286,39:57:30,19:13:14,FR
742,743,935  - HENTSCH Stefan,V2H,69,39:57:59,19:13:43,DE
743,744,1190  - FLACHE Regis SEGNY,V2H,70,39:58:55,19:14:39,FR
744,745,1576  - NESSI Edgardo Martin,SEH,287,39:59:15,19:14:59,AR
745,746,897  - ETHERINGTON Helen WELLINGBOROUGH AND DISTRICT ATHLETIC CLUB,SEF,29,39:59:22,19:15:06,GB
746,746,1492  - TEMPORIN Paolo,V1H,324,39:59:22,19:15:06,IT
747,748,1110  - HUMBRECHT Nadine COURIR LE MONDE,V1F,28,39:59:56,19:15:40,FR
748,749,984  - LI Ngan RUNNING MADHOUSE,SEH,288,40:00:21,19:16:05,HK
749,750,813  - PANADER Eric,V1H,325,40:00:39,19:16:23,FR
750,751,777  - SAMIS Dana,V1F,29,40:02:00,19:17:44,CA
751,752,2843  - SANTOS João Miguel Gonçalves G. MONSANTO RUNNING TEAM,SEH,289,40:02:30,19:18:14,PT
752,753,2125  - GOUVEIA Bruno MULTIRUNNERS,SEH,290,40:02:44,19:18:28,PT
753,754,922  - VACCA Corrado,V2H,71,40:03:07,19:18:51,IT
754,755,1551  - PIGNAULT Bertrand UA SOCIETE GENERALE,V1H,326,40:03:12,19:18:56,FR
755,756,736  - CHARVIN Cedric UA SOCIETE GENERALE,V1H,327,40:03:15,19:18:59,FR
756,757,991  - RASMUSSEN Per Egon PULS 3060 /TEAM KAISER SPORT,V2H,72,40:03:19,19:19:03,DK
757,758,884  - GEIDEL Eric TRAIL THE WORLD,V1H,328,40:03:30,19:19:14,DE
758,759,383  - GENTY Philippe MAUVES ATTITUDES RUNNNING & TRAIL,V1H,329,40:04:42,19:20:26,FR
759,760,1098  - KINOSHITA Yukari,V2F,6,40:05:02,19:20:46,JP
760,761,1112  - DUCROZ Frédéric CMBM,V1H,330,40:05:26,19:21:10,FR
761,762,1694  - LIEW Tho Fatt,V2H,73,40:08:08,19:23:52,MY
762,763,408  - VON FRENCKELL Wilhelm INGA IF,V2H,74,40:08:52,19:24:36,FI
763,764,2338  - DE BELDER Daniel SERPENTINE,V1H,331,40:09:56,19:25:40,GB
764,765,330  - WANG Yi-Kai TAIWAN ULTRA RUNNERS,SEH,291,40:11:17,19:27:01,TW
765,766,326  - WU Hungwen COLUMBIA TAIWAN,SEH,292,40:11:19,19:27:03,TW
766,767,996  - LOBJOIS Laurent OCCP LA CIOTAT,V1H,332,40:12:37,19:28:21,FR
767,768,1833  - OLIVER Aaron BASINGSTOKE AND MID HANTS ATHLETICS,SEH,293,40:12:45,19:28:29,GB
768,769,2002  - LAMY Guillaume,V1H,333,40:15:16,19:31:00,FR
769,770,1273  - GRASSI Stefano TEAM MUD AND SNOW ASD,V1H,334,40:15:31,19:31:15,IT
770,771,1511  - ZMORZYNSKI Jakub AleTEMPO Bakalland,SEH,294,40:15:39,19:31:23,PL
771,772,795  - CHALON Jacky ARCH,V2H,75,40:15:40,19:31:24,BE
772,773,1777  - GOMES Celestino MELRES TRAIL RUNNING - ORDEM PARA ARREART,V1H,335,40:16:13,19:31:57,PT
773,774,1464  - REIS Luís,V1H,336,40:16:57,19:32:41,PT
774,775,2457  - FOULQUIER Philippe,V2H,76,40:17:05,19:32:49,FR
775,776,2888  - PU Gewen,V1H,337,40:17:18,19:33:02,CN
776,777,1011  - MOREAU Bernard LES BOITHEUX,V1H,338,40:17:57,19:33:41,BE
777,778,818  - GRASSART Benjamin,V1H,339,40:18:20,19:34:04,FR
778,779,1307  - BARIS Danny,V1H,340,40:18:29,19:34:13,NL
779,780,1150  - GUERRERO FRESNEDA Vicente Complutum Triatlón,V1H,341,40:18:59,19:34:43,ES
780,781,1122  - LAINE Mikko LUUPIIKKI,SEH,295,40:20:09,19:35:53,FI
781,782,1820  - LASSILA Ilkka,V1H,342,40:20:10,19:35:54,FI
782,783,642  - GLAZE Andrew,V1H,343,40:20:25,19:36:09,US
783,784,2135  - COLESAN Diego CRETROI RUNNERS,V1H,344,40:20:33,19:36:17,IT
784,785,1456  - BUCHIN Olivier BEAUJOLAIS RUNNERS,V1H,345,40:20:46,19:36:30,FR
785,786,1740  - MULLER Mathieu,SEH,296,40:21:50,19:37:34,FR
786,787,1420  - TRAVAILLARD Eric,V1H,346,40:21:59,19:37:43,FR
787,788,881  - GUAN Zhong CRAZY碧池,SEH,297,40:22:18,19:38:02,CN
788,789,433  - BOLJANIC Ivan,SEH,298,40:22:58,19:38:42,FR
789,790,958  - PARISE Marco TEAM ALDO MORO PALUZZA / NOENE ITALIA,V1H,347,40:23:09,19:38:53,IT
790,791,1737  - POSTNOV Dmitry TRAIL-64,V2H,77,40:24:37,19:40:21,RU
791,792,1246  - WILK Jacek,V1H,348,40:24:58,19:40:42,PL
792,793,1195  - ARACIL SALA Lino Christian A TO TRAPO,V1H,349,40:25:38,19:41:22,ES
793,794,1913  - WALKER Martin,V1H,350,40:26:47,19:42:31,GB
794,795,1387  - KOVAR Thomas,V1H,351,40:27:05,19:42:49,CH
795,796,2019  - FABRON Jerome ASVF,V1H,352,40:27:21,19:43:05,FR
796,797,641  - MICHEL Victoria OLI-COACHING // BIODIV'RUNNER,SEF,30,40:29:29,19:45:13,FR
797,798,592  - LATONNELLE Richard USA CAISSE DES DEPOTS (ANGERS),V1H,353,40:29:58,19:45:42,FR
798,799,2832  - MUÑIZ MOLINA Jordi BARBACOA SPORT TEAM,SEH,299,40:30:33,19:46:17,ES
799,800,2266  - NILSSON Peter,V2H,78,40:30:39,19:46:23,SE
800,801,1823  - PAUZIE Nicolas VERSAILLES TRIATHLON,V1H,354,40:32:10,19:47:54,FR
801,802,1875  - PLICHARD Christophe Aulnoye Aymeries,V1H,355,40:32:30,19:48:14,FR
802,803,1422  - YOKOI Keishi NIGHT RUN AC,V2H,79,40:33:12,19:48:56,JP
803,804,2820  - FUNG Hiu Lap Lawrence,SEH,300,40:33:21,19:49:05,HK
804,805,2275  - LE FLOCH André REDERIEN SAINT ANNE D'AURAY,V3H,4,40:34:11,19:49:55,FR
805,806,2052  - VIOTTO Giuseppe VIGONECHECORRE,V2H,80,40:34:33,19:50:17,IT
806,807,1921  - LAMY Frederic CAP CONDE,SEH,301,40:35:27,19:51:11,FR
807,808,2397  - KINT Laurent,V1H,356,40:35:42,19:51:26,FR
808,809,1026  - HOLROYD Ivan,V1H,357,40:36:46,19:52:30,GB
809,810,2867  - ESTEBANEZ GONZALEZ Gaizka,V1H,358,40:37:21,19:53:05,ES
810,811,2059  - COLABELLO Luigi G.S. POLIZIA LOCALE VDA,V2H,81,40:37:41,19:53:25,IT
811,812,492  - LUZ Rui AMCF-ARRABIDA TRAIL TEAM,V1H,359,40:37:45,19:53:29,PT
812,813,857  - JOSSERAND Alexandra,V1F,30,40:37:55,19:53:39,FR
813,814,1497  - KRONUS Joel AC CAPELLOIS,V2H,82,40:38:05,19:53:49,FR
814,815,1382  - DENG Jun,SEH,302,40:38:32,19:54:16,CN
815,816,1918  - DU Yunhui 越野连,SEH,303,40:38:33,19:54:17,CN
816,817,1479  - SANJUAN QUILES Benito Andrés CLUB DE MONTANA CERRO DEL CABALLO,SEH,304,40:38:45,19:54:29,ES
817,818,1705  - CRUEIZE Guillaume,SEH,305,40:40:51,19:56:35,FR
818,819,2081  - PONCEAU Laurent,V1H,360,40:41:12,19:56:56,FR
819,820,1203  - NEY Emmanuel,V1H,361,40:41:47,19:57:31,FR
820,821,1656  - FUMERY Frederic TEAM RANDO RUNNING BESANCON,V1H,362,40:43:14,19:58:58,FR
821,822,1578  - GRENNO Raphaël POMPIERS CAROUGE,V1H,363,40:43:18,19:59:02,CH
822,823,1020  - WINKLMEIER Markus LAUFSTILANALYSE.DE,V1H,364,40:43:56,19:59:40,DE
823,824,1376  - LIU Jianguo,V1H,365,40:44:02,19:59:46,CN
824,825,1758  - GIL Laurent CAHORS TRAIL,V1H,366,40:44:04,19:59:48,FR
825,826,1944  - VODNAR Adam,V1H,367,40:44:30,20:00:14,RO
826,827,1269  - WEN Ming BERRY RUNNER,V1H,368,40:44:38,20:00:22,CN
827,828,1338  - ANTONUCCI Pascal LA FOULEE MEYNOISE,SEH,306,40:44:42,20:00:26,FR
828,829,1557  - PRIVE Alexandre,SEH,307,40:45:54,20:01:38,FR
829,830,1658  - KANIA Piotr,V1H,369,40:46:28,20:02:12,PL
830,831,361  - DUCERF Franck,V2H,83,40:47:42,20:03:26,FR
831,832,1631  - FIANT Roberto Ricardo ULTRGYM,V2H,84,40:47:48,20:03:32,AR
832,833,1322  - MEUNIER Frederic EA LE CREUSOT,SEH,308,40:47:55,20:03:39,FR
833,834,1235  - PROMPICAI Paolo BAUDENASCA,V2H,85,40:47:57,20:03:41,IT
834,835,1711  - ASSUNÇÃO Pedro PIRILAMPOS TEAM,V1H,370,40:48:05,20:03:49,PT
835,836,2431  - GÓRECKI Rafał LKS OLYMP BŁONIE / Dystans Leszno,V1H,371,40:48:11,20:03:55,PL
836,837,1101  - KIJEK Andrzej ABOVE 2000,SEH,309,40:48:40,20:04:24,PL
837,838,2079  - KOPCZYŃSKI Leszek ME MYSELF AND I,V1H,372,40:48:47,20:04:31,PL
838,839,2278  - FAIT Frantisek,V2H,86,40:49:32,20:05:16,CZ
839,840,1462  - GOODHEAD Jamie BURGESS HILL RUNNERS,V1H,373,40:50:35,20:06:19,AU
840,841,2909  - SKELTON John,V2H,87,40:50:37,20:06:21,GB
841,842,1698  - LUCHTERS Niels,V1H,374,40:51:11,20:06:55,NL
842,843,1973  - HENNEQUIN Nicolas,V2H,88,40:51:31,20:07:15,FR
843,844,1106  - CHASSIGNEU Francois,V2H,89,40:51:58,20:07:42,FR
844,845,2255  - ADLAM Douglas MYNYDDWYR DE CYMRU,V2H,90,40:52:32,20:08:16,GB
845,846,1934  - KOC Huseyin MARATHONIST,V2H,91,40:53:27,20:09:11,CR
846,847,876  - ALTAYO Enric finisher trail team,V1H,375,40:53:43,20:09:27,ES
847,848,1260  - BÉJAR JIMÉNEZ Jordi CENTRE EXCURSIONISTA DE CASTELLAR,V2H,92,40:53:47,20:09:31,ES
848,849,970  - CARRO SUÁREZ Wifredo CAFES TOSCAF GMEA,V1H,376,40:54:31,20:10:15,ES
849,850,746  - GALLIANO Herve TCVD,V1H,377,40:57:21,20:13:05,FR
850,851,1839  - TROCHIMOWICZ Hubert LONGEVITY EXPEDITION,V1H,378,40:57:45,20:13:29,PL
851,852,1318  - GOYET Claire,SEF,31,40:57:56,20:13:40,FR
852,853,2179  - TOUR Cyril TEAM SAINT-LOUIS,V1H,379,40:58:00,20:13:44,FR
853,854,995  - GEFFARD Romain,V1H,380,40:58:25,20:14:09,FR
854,855,2007  - STAROV Evgenii GREEN TOUR,V1H,381,40:59:25,20:15:09,RU
855,856,1683  - NELSON Andrew,V1H,382,40:59:35,20:15:19,US
856,857,1931  - ROVARIS Manuel ADS RUNNER VALCALEPIO,V1H,383,40:59:39,20:15:23,IT
857,858,1463  - LUTTON Hervé GIEN ATHLE MARATHON,V1H,384,40:59:51,20:15:35,FR
858,859,1844  - SANCHEZ Dario,SEH,310,41:00:31,20:16:15,AR
859,860,673  - GUÉMAS Jean-Marie,V1H,385,41:01:09,20:16:53,FR
860,861,742  - BRUGNARA Fabio LAIVES RUNNERS,V1H,386,41:02:18,20:18:02,IT
861,862,2806  - PEDROLETTI Genevieve,V1F,31,41:02:28,20:18:12,FR
862,863,1593  - LEIVA ROLDÁN David GARRAF RUNNERS,V1H,387,41:02:30,20:18:14,ES
863,864,2579  - NASONE Bruno,SEH,311,41:02:49,20:18:33,FR
864,865,1998  - KRIER Benoit RAIDLIGHT,V1H,388,41:04:25,20:20:09,BE
865,866,1290  - MOLLIERE Christophe,V1H,389,41:04:27,20:20:11,FR
866,867,354  - JARDIM Eurico,SEH,312,41:05:06,20:20:50,PT
867,868,1082  - DIAZ DIAZ Vicente PIOPIOTRAILTEAM,V1H,390,41:05:13,20:20:57,ES
868,868,1436  - ARENCIBIA VEGA David PIOPIO TRAILTEAM,SEH,313,41:05:13,20:20:57,ES
869,870,718  - MATTSSON Anna,SEF,32,41:05:41,20:21:25,SE
870,871,2296  - CARVAJAL LLACA Mauricio,V2H,93,41:06:25,20:22:09,MX
871,872,1659  - LAURET Rishman DSA,V1H,391,41:06:30,20:22:14,FR
872,873,514  - BRAVO Veronica SALOMON JULBO,SEF,33,41:06:37,20:22:21,CL
873,874,1984  - ANTICH Juan,V2H,94,41:06:53,20:22:37,ES
874,875,2261  - DRUART Emmanuel CERCLE PAUL BERT RENNES,V1H,392,41:07:07,20:22:51,FR
875,876,1281  - DRUART Pierre,SEH,314,41:07:09,20:22:53,FR
876,877,1142  - COLIN Bruno,V1H,393,41:08:02,20:23:46,FR
877,878,2887  - PLANAS Robert MOUNTAIN RUNNERS BERGUEDA,V1H,394,41:08:07,20:23:51,ES
878,879,1014  - CALONGE TORRALBA Adrian EA! TRAIL,SEH,315,41:08:09,20:23:53,ES
879,880,1008  - POULAIN Valerie ATHLETIC PONT REAN,V1F,32,41:08:10,20:23:54,FR
880,881,2001  - BORDES Bruno,V1H,395,41:08:50,20:24:34,FR
881,882,1506  - DAMIAN Jean-Michel,V2H,95,41:09:10,20:24:54,FR
882,883,1715  - KAKU Seiji,V2H,96,41:09:42,20:25:26,JP
883,884,1496  - HALLO Ludovic LEOGNAN ATHLETISME,V2H,97,41:10:17,20:26:01,FR
884,885,1870  - DONG Tao QUAN^2,V1H,396,41:10:43,20:26:27,CN
885,886,2227  - BELOTTI Cristian,SEH,316,41:10:54,20:26:38,IT
886,887,1871  - ESPINAR GARCIA Francisco Javier C.D. EURAFRICA CLUB/ELITE RUNNER,V1H,397,41:11:47,20:27:31,ES
