,GeneralRanking,Surname First name Club / Team,Cat.,Class.Cat.,Time,Difference/ 1st,Nationality
1171,1172,2104  - ADAMA Camille,SEH,403,44:11:45,23:52:38,FR
1172,1173,1103  - POCHON Maxime PASSPARTOUT TRAILERS DU JOSAS,SEH,404,44:12:05,23:52:58,FR
1173,1174,1085  - CLOKE Neil,V1H,499,44:12:19,23:53:12,GB
1174,1175,2592  - NTIKIADIS Ioannis KASSIOSDIAS,V1H,500,44:12:20,23:53:13,GR
1175,1176,1952  - JAMBERT Mickael FRONT RUNNERS DE PARIS,SEH,405,44:12:22,23:53:15,FR
1176,1177,2501  - NOWAK Bartosz POMIOTY SZATANA,SEH,406,44:12:31,23:53:24,PL
1177,1178,2074  - SARGE Gilles,V1H,501,44:12:36,23:53:29,FR
1178,1179,2073  - ZUTTERMAN Donald CLUBE DE MONTANHA DO FUNCHAL,V3H,14,44:12:38,23:53:31,BE
1179,1180,478  - ZAGUIRRE Ivan,SEH,407,44:14:17,23:55:10,ES
1180,1181,460  - GRANDE NETO Joao,SEH,408,44:14:20,23:55:13,BR
1181,1182,2410  - HERRERIAS COMELLAS Oriol Jordi,V1H,502,44:14:49,23:55:42,ES
1182,1183,2335  - COSTA DE OLIVEIRA Christian Mairie de Kourou (PM),SEH,409,44:14:56,23:55:49,FR
1183,1184,1475  - REININHO Cláudio FOZ COA TRAIL,V1H,503,44:15:04,23:55:57,PT
1184,1185,2211  - WELTER Daniel,V1H,504,44:15:08,23:56:01,FR
1185,1185,2788  - COMEL Frederic Les sangliers du mardi,V2H,169,44:15:08,23:56:01,BE
1186,1187,1224  - PIRES André NATURE HIGH RUNNING,SEH,410,44:15:19,23:56:12,PT
1187,1188,2023  - MIRET TORRENS Albert PENYA RIBES,V2H,170,44:15:26,23:56:19,ES
1188,1189,1453  - SCHOTT Gérard,V1H,505,44:15:29,23:56:22,FR
1189,1190,823  - JUHAZ Sandra KCIPT Samobor/MOGU DUGO,V2F,7,44:16:07,23:57:00,HR
1190,1191,2381  - MIOKOVIĆ Mile MOGU DUGO,V2H,171,44:16:08,23:57:01,HR
1191,1192,907  - RAVASIO Giancarlo,V2H,172,44:16:11,23:57:04,IT
1192,1193,2503  - TINA Paulo FOZ COA TRAIL,V1H,506,44:16:15,23:57:08,PT
1193,1194,1089  - POIRIER Bruno LES CHEVALIERS DU VENT,V2H,173,44:16:19,23:57:12,FR
1194,1195,2472  - SERRA HERNANDEZ Francisco,V3H,15,44:16:44,23:57:37,ES
1195,1196,1840  - BANDELIER Rodolphe,V1H,507,44:16:48,23:57:41,FR
1196,1197,2259  - AMAMOTO Tokuhiro TRK,V2H,174,44:17:17,23:58:10,JP
1197,1198,1147  - VALLEJO MATTEO Dulce Maria PODISTICA MEZZANESE,V2F,8,44:17:33,23:58:26,DO
1198,1199,2168  - WANG Yiqun,V2H,175,44:17:48,23:58:41,CN
1199,1200,1339  - FABRÈGUE Rémi,SEH,411,44:18:05,23:58:58,FR
1200,1201,1178  - MADIOT Anthony,SEH,412,44:19:04,23:59:57,FR
1201,1202,2521  - VICENTE SOLE Francesc CORRECATAGAFO,SEH,413,44:19:34,24:00:27,ES
1202,1203,2391  - BOYER Stephane,V1H,508,44:20:05,24:00:58,FR
1203,1204,1298  - ROULLIER Frederic,V1H,509,44:20:25,24:01:18,FR
1204,1205,1750  - WIDMARK Anders HEJA SPORT,V1H,510,44:20:54,24:01:47,SE
1205,1206,619  - MCWHORTER Travis ALTRA RUNNING,SEH,414,44:21:22,24:02:15,US
1206,1207,1633  - ARRIGHINI Luca SCARPINATORI,V2H,176,44:21:41,24:02:34,IT
1207,1208,804  - NICOLLET Julie CMBM,SEF,40,44:21:48,24:02:41,FR
1208,1209,1969  - KOBAYASHI Daiki ALL BLACKS SHIZUOKA,V1H,511,44:21:53,24:02:46,JP
1209,1210,678  - XU Qiang ACRG,SEH,415,44:22:05,24:02:58,CN
1210,1211,1690  - FAYOS ROSELLO Rafael C.E. LLOCNOU,V2H,177,44:22:21,24:03:14,ES
1211,1212,1732  - DIRR Angelika SV WALDKIRCH,V3F,2,44:22:47,24:03:40,DE
1212,1213,399  - BURCHFIELD Ann,SEF,41,44:23:13,24:04:06,US
1213,1214,2745  - HARA Yuichi HBS,V3H,16,44:24:05,24:04:58,JP
1214,1215,1628  - BOUTTE Michel ST SO COURT,V1H,512,44:24:06,24:04:59,FR
1215,1216,2249  - AMALBERT Julien ST SO COURT,V1H,513,44:24:08,24:05:01,FR
1216,1217,1356  - ZAWORSKI Tomasz,SEH,416,44:24:09,24:05:02,PL
1217,1218,2217  - MACHUCA JANINI Pablo,V1H,514,44:24:12,24:05:05,ES
1218,1219,2252  - HYSKI Mateusz OKROKWIECEJ.PL,SEH,417,44:25:09,24:06:02,PL
1219,1219,2835  - ROSENDO Alvarez Dalama LORO PARQUE FUNDACION,V1H,515,44:25:09,24:06:02,ES
1220,1221,1943  - TADASHI Okano TAKAO TENGU CLUB,V1H,516,44:25:11,24:06:04,JP
1221,1222,2368  - BOUCHET Johann,V1H,517,44:25:14,24:06:07,FR
1222,1223,1795  - ZELENKA Alexander,V1H,518,44:25:31,24:06:24,CH
1223,1224,2475  - BERGER Laurent,V1H,519,44:25:35,24:06:28,FR
1224,1225,2355  - GASTALDI Massimo,V1H,520,44:25:38,24:06:31,IT
1225,1226,1476  - STANOWSKI Grzegorz,V1H,521,44:25:51,24:06:44,PL
1226,1227,2541  - MATSUOKA Yosuke,V1H,522,44:26:09,24:07:02,JP
1227,1228,2120  - NATALE Giuseppe A.P.D. PIETRO MICCA,V2H,178,44:27:26,24:08:19,IT
1228,1229,1753  - MIYAZAKI Keisuke,V2H,179,44:27:40,24:08:33,JP
1229,1230,2200  - SCOTT Dominic,V2H,180,44:27:56,24:08:49,GB
1230,1231,2593  - SANCHEZ Pierre VS OZOIR LA FERRIERE,V1H,523,44:28:02,24:08:55,FR
1231,1232,2098  - GKERLES Ioannis,V2H,181,44:28:39,24:09:32,GR
1232,1233,1477  - THIVOLLE Thierry AC TASSIN,V2H,182,44:28:40,24:09:33,FR
1233,1233,2746  - JAVAHERI Jahanmehr (nima),SEH,418,44:28:40,24:09:33,GB
1234,1235,354  - ANCELIN Arnaud LES FOULEES DOUCES,V1H,524,44:28:43,24:09:36,FR
1235,1236,1421  - JACOB Olivier Uglow Ambs,SEH,419,44:29:09,24:10:02,FR
1236,1237,1295  - HE Bin,V1H,525,44:29:15,24:10:08,CN
1237,1238,1880  - DAGIRAL Franck AURILLAC MONTAGNE ESCALADE,V2H,183,44:30:33,24:11:26,FR
1238,1239,1760  - GIGLIOTTI Fabrizio VALSUSA RUNNING TEAM,V2H,184,44:30:35,24:11:28,IT
1239,1239,2519  - GALEAZZI Stéphane,V2H,184,44:30:35,24:11:28,FR
1240,1241,765  - REUSE Janine,V2F,9,44:30:50,24:11:43,CH
1241,1241,1182  - AYTON Marie KNYSNA MARATHON CLUB,V2F,9,44:30:50,24:11:43,ZA
1242,1243,504  - KOORS Dennis,V1H,526,44:31:22,24:12:15,DK
1243,1244,2255  - TASKIN Sadik ZER A.S,SEH,420,44:32:53,24:13:46,TR
1244,1245,2250  - CARON Jean-Paul COURIR EN PAYS DE GRASSE,V2H,186,44:32:57,24:13:50,FR
1245,1246,1674  - WONG Leung Lung,SEH,421,44:33:11,24:14:04,HK
1246,1247,1131  - ALOISI Fabrizio AVIS FORLI',V3H,17,44:33:46,24:14:39,IT
1247,1248,1122  - HURST Niki,SEF,42,44:34:10,24:15:03,CA
1248,1249,2847  - TELLIAS James,SEH,422,44:34:14,24:15:07,PH
1249,1250,2275  - LIAO Longhua,SEH,423,44:34:39,24:15:32,CN
1250,1251,1600  - YANG Zhida KAILAS,SEH,424,44:34:41,24:15:34,CN
1251,1252,2085  - PAN Liang,V1H,527,44:34:55,24:15:48,CN
1252,1253,364  - RUSAKOV Dmitry COLUMBIA RUSSIA,V1H,528,44:35:21,24:16:14,RU
1253,1254,951  - ÇELIK Seda Nur MADEINCELIK,SEF,43,44:35:58,24:16:51,TR
1254,1255,2343  - SAIZ MONS Héctor GM ORZA,V1H,529,44:36:30,24:17:23,ES
1255,1256,1351  - WU Gang GLOBAL RUNNER FACE CUTE,V1H,530,44:36:49,24:17:42,CN
1256,1257,2075  - FUHRMANN François,V2H,187,44:37:15,24:18:08,FR
1257,1258,2043  - DAVID Michel CSA / EM4BAC CLERMONT-FERRAND,V2H,188,44:37:39,24:18:32,FR
1258,1259,2013  - FETTAR Rachid ASPTT COMPIEGNE,V1H,531,44:37:44,24:18:37,FR
1259,1260,1129  - RAN Qian 路上越野,V1F,45,44:37:45,24:18:38,CN
1260,1261,2129  - CORTI Alessio ZENITHAL,V1H,532,44:37:53,24:18:46,IT
1261,1262,1212  - ITO Yusuke,SEH,425,44:37:54,24:18:47,JP
1262,1263,2212  - DECOTTIGNIES Charles,V1H,533,44:38:14,24:19:07,FR
1263,1264,2222  - HALBAUT Laurent TEAM TRAIL C'EST DANS LA TETE,V1H,534,44:38:18,24:19:11,FR
1264,1265,1701  - HAMONIER Cedric,SEH,426,44:38:29,24:19:22,FR
1265,1266,1536  - PHILLIP YEO Kian Yong,SEH,427,44:38:36,24:19:29,MY
1266,1267,2505  - DJAKOVIC Aleksandar ULTRA TRKAC SRBIJA,V1H,535,44:38:37,24:19:30,RS
1267,1268,2205  - JEZEQUEL Bernard AAA LYON,V2H,189,44:39:01,24:19:54,FR
1268,1269,2279  - CHAUDET Cedric ERAA,V1H,536,44:39:26,24:20:19,FR
1269,1270,1726  - MAN Liviu MURES RUNNERS,V1H,537,44:39:31,24:20:24,RO
1270,1271,1269  - XIE Zhengqiu,SEF,44,44:39:35,24:20:28,CN
1271,1272,2470  - GRANT Iain FTS RACE TEAM,V1H,538,44:39:37,24:20:30,GB
1272,1273,1586  - LOCHON Romain,V1H,539,44:39:49,24:20:42,FR
1273,1274,2088  - SHARMA Breeze SELF,V1H,540,44:40:40,24:21:33,IN
1274,1275,1526  - BERG Olov,V1H,541,44:40:59,24:21:52,SE
1275,1276,1991  - BOLLITO Mario CAI CHIERI,V2H,190,44:41:00,24:21:53,IT
1276,1277,355  - MAZZOCCHI Yannick LES SAISIES,SEH,428,44:41:07,24:22:00,FR
1277,1278,1682  - LAZAREANU Razvan,V1H,542,44:41:18,24:22:11,CA
1278,1279,454  - MORSINK Emile,SEH,429,44:42:03,24:22:56,NL
1279,1280,1721  - RAMIREZ Israel,V1H,543,44:42:23,24:23:16,MX
1280,1281,463  - JOLIVE MALENGREAU Aude COURIR A KERHUON,V1F,46,44:42:26,24:23:19,FR
1281,1282,971  - BERGER Thomas,SEH,430,44:42:31,24:23:24,FR
1282,1283,1018  - HINTZY-MUGNIER Audrey AC Cambrai,V1F,47,44:42:35,24:23:28,FR
1283,1284,1525  - WANG Yongming 大理深度跑团,V1H,544,44:42:37,24:23:30,CN
1284,1285,1885  - SKOPAS Athanasios,V2H,191,44:42:42,24:23:35,GR
1285,1286,1883  - PANAGOPOULOS Georgios,V1H,545,44:43:02,24:23:55,GR
1286,1287,2401  - MUNOZ Nicolas,SEH,431,44:43:27,24:24:20,FR
1287,1288,2504  - WANG Zhongzheng,SEH,432,44:43:58,24:24:51,CN
1288,1289,1922  - FIUMI Fabio,SEH,433,44:44:18,24:25:11,IT
1289,1290,1201  - MARUYAMA Yuuki WATARIDORI,SEH,434,44:44:34,24:25:27,JP
1290,1291,2192  - NAKANO Kosuke,V1H,546,44:45:03,24:25:56,JP
1291,1292,1802  - SAUNAL Olivier,V1H,547,44:45:47,24:26:40,FR
1292,1293,2208  - PETITJEAN Gregory,V1H,548,44:45:51,24:26:44,FR
1293,1294,2024  - NAKAMURA Ryoshi,SEH,435,44:47:07,24:28:00,JP
1294,1295,2021  - GORELLA Cristian ASD CAI CIM SAG TRIESTE,V1H,549,44:47:08,24:28:01,IT
1295,1296,1764  - PALAZOT Silvan,SEH,436,44:47:11,24:28:04,FR
1296,1296,2237  - PIPOLO Silverio CAI CIM SAG TRIESTE,V2H,192,44:47:11,24:28:04,IT
1297,1298,1367  - MINGUET Laurence BOITHEUX,V1F,48,44:47:34,24:28:27,BE
1298,1298,2146  - HURBAIN Christophe,V1H,550,44:47:34,24:28:27,FR
1299,1300,1063  - SEDDA Ivan VILLACIDRO TRIATHLON,V1H,551,44:49:50,24:30:43,IT
1300,1301,1385  - GOFFLOT Frederic TREVIRE TRAIL CLUB,V1H,552,44:49:56,24:30:49,BE
1301,1302,2409  - GARRIDO PEREZ Eliseo INDEPENDIENTE,V2H,193,44:50:11,24:31:04,ES
1302,1303,2061  - LEUNG Chi Wah RUNNING MADHOUSE,V1H,553,44:50:57,24:31:50,HK
1303,1304,2584  - AYHAN Cem,V2H,194,44:50:59,24:31:52,TR
1304,1305,1784  - PASTORE Maurizio SISPORT,V2H,195,44:51:12,24:32:05,IT
1305,1306,1321  - PANICO Mathieu Jo traction international / footing rambertois,SEH,437,44:52:03,24:32:56,FR
1306,1307,1056  - SAMMAKNEJAD Negar ULTRA.SKY.TRAIL,V1F,49,44:52:37,24:33:30,IR
1307,1307,2562  - NICOLLERAT Henri LES TOUTANGUEULES,V2H,196,44:52:37,24:33:30,CH
1308,1309,1725  - SUZUKI Hidekazu,V1H,554,44:53:58,24:34:51,JP
1309,1310,476  - BARRÉ Jean-Francois TEAM RAIDLIGHT 44,V2H,197,44:54:15,24:35:08,FR
1310,1311,748  - NARITA Shiho,V1F,50,44:54:22,24:35:15,JP
1311,1312,2813  - KAIDO Masaharu,V1H,555,44:54:54,24:35:47,JP
1312,1313,1818  - PERINI Carlo,V3H,18,44:55:14,24:36:07,IT
1313,1314,2552  - PROSPERI Giuseppe ROAD RUNNERS CLUB MILANO,V2H,198,44:55:15,24:36:08,IT
1314,1315,1550  - ANG Alex,V1H,556,44:55:32,24:36:25,SG
1315,1316,1578  - CASTILLO CARRASCAL Paco PALLEJA,V1H,557,44:55:56,24:36:49,ES
1316,1317,2006  - BOWE Tony,V2H,199,44:56:27,24:37:20,IE
1317,1318,2305  - DAVIES Stephen,SEH,438,44:56:32,24:37:25,GB
1318,1319,2465  - LE SECH Antoine,SEH,439,44:57:27,24:38:20,FR
1319,1320,2125  - VENTURA CASTELLS Joan ATLETISME TERRES DE L'EBRE,V1H,558,44:58:14,24:39:07,ES
1320,1321,1482  - DASSANO Gianluca,V1H,559,44:58:15,24:39:08,IT
1321,1321,2119  - GRUNTOWSKI Mateusz NIEMO ADVENTURE,SEH,440,44:58:15,24:39:08,PL
1322,1323,2514  - MOLEVELT Wouter TECNIRUNNER,V2H,200,44:58:53,24:39:46,NL
1323,1324,2122  - RIOBOO ESCALANTE Jon Mirena KAKARRALDO,V2H,201,44:59:28,24:40:21,ES
1324,1325,343  - HIGGINS Paul CANON CLUB,V1H,560,44:59:30,24:40:23,IE
1325,1326,2596  - MIYAMOTO Toshihiro KENKEN,V2H,202,45:00:02,24:40:55,JP
1326,1327,2193  - ZHANG Chuyang CITY OF LIGHT,V1H,561,45:00:24,24:41:17,CN
1327,1328,1770  - ITOL Mark,SEH,441,45:00:41,24:41:34,PH
1328,1329,2040  - BOSC Daniel RAID AVENTURE BETHONCOURT,V2H,203,45:00:53,24:41:46,FR
1329,1330,2134  - SIENNICKI Leszek,V1H,562,45:01:21,24:42:14,PL
1330,1331,924  - ZENZ Alice LC KAPELLN,SEF,45,45:01:31,24:42:24,AT
1331,1332,1904  - SKONIECKI Michal,V1H,563,45:01:38,24:42:31,PL
1332,1333,2309  - MCCARTHY Conor,V1H,564,45:01:48,24:42:41,IE
1333,1334,691  - LA BARREDA Vivian,V1F,51,45:02:10,24:43:03,US
1334,1335,1396  - YIP Yin Ting,V1H,565,45:02:19,24:43:12,HK
1335,1336,2228  - ZHOU Bin ADIDAS,SEH,442,45:02:38,24:43:31,CN
1336,1337,2736  - YI Yan,SEH,443,45:02:40,24:43:33,CN
1337,1338,1405  - NGAI Wa Luk FA RUNNERS,SEH,444,45:04:50,24:45:43,HK
1338,1339,1390  - CHOI Tung Yin FA RUNNERS,V1H,566,45:04:53,24:45:46,HK
1339,1339,1992  - CHENG Hung Yan FA RUNNERS,V1H,566,45:04:53,24:45:46,CN
1340,1341,2819  - MATSUNAMI Mitsutomo,V1H,568,45:04:54,24:45:47,JP
1341,1342,1823  - LAM King Man BLOWATER HKG,V1H,569,45:04:56,24:45:49,HK
1342,1343,2334  - CHEUNG Ming Fung,SEH,445,45:05:06,24:45:59,HK
1343,1344,2262  - GUILHOT Florian TRGV,SEH,446,45:05:28,24:46:21,FR
1344,1345,2142  - YIP Derek,SEH,447,45:05:31,24:46:24,CA
1345,1346,2047  - SUZUKI Toshiki ＦＴＲＣ,V2H,204,45:06:04,24:46:57,JP
1346,1347,2084  - MARCOS Olivier,V1H,570,45:06:11,24:47:04,FR
1347,1348,368  - FAUVEL Michel,V1H,571,45:07:00,24:47:53,FR
1348,1349,897  - NADEAU Karine EMC,V1F,52,45:07:30,24:48:23,CA
1349,1350,2394  - YAU Lai Keung FA RUNNERS,V1H,572,45:07:35,24:48:28,HK
1350,1351,1830  - DOUVILLE Jean-Bernard EMC,V1H,573,45:07:36,24:48:29,CA
1351,1352,2236  - NUZZI Pier Francesco TENNIS CLUB PARIOLI,V2H,205,45:07:39,24:48:32,IT
1352,1352,2375  - WOZNIAK Mathieu,SEH,448,45:07:39,24:48:32,FR
1353,1354,2536  - ROSSI Laurent,V1H,574,45:07:40,24:48:33,FR
1354,1355,1608  - BEAL Laurent,V1H,575,45:07:42,24:48:35,FR
1355,1356,1774  - LENGELLE Nicolas,SEH,449,45:07:52,24:48:45,FR
1356,1357,1667  - PROUTEAU Vanessa AC PAYS D'ANCENIS,SEF,46,45:08:40,24:49:33,FR
1357,1358,2345  - LUTZ Bertrand,V1H,576,45:08:54,24:49:47,FR
1358,1359,2328  - GOMEZ CORTES Miguel ITRA,V1H,577,45:09:55,24:50:48,ES
1359,1360,2148  - AIZAWA Masakazu,V1H,578,45:10:08,24:51:01,JP
1360,1361,1343  - BARBERO Brune-Lise,SEF,47,45:10:38,24:51:31,FR
1361,1362,1872  - HO Fu Keung,SEH,450,45:10:40,24:51:33,HK
1362,1363,2161  - D'ANTONIO Maurizio,V1H,579,45:10:45,24:51:38,IT
1363,1364,2523  - BELLORINI José Ignacio,V1H,580,45:10:46,24:51:39,AR
1364,1365,2622  - CLARAZ Benoit,V1H,581,45:10:55,24:51:48,FR
1365,1366,1881  - FISH Gareth ADVENTURE RUNNING,SEH,451,45:11:29,24:52:22,GB
1366,1367,2364  - FRANCOIS Baptiste,SEH,452,45:11:45,24:52:38,FR
1367,1368,1568  - STREISSEL Marie-Caroline ANDRESY ATHLETISME,SEF,48,45:12:31,24:53:24,FR
1368,1369,2826  - PECHENART Maxime ACCA,SEH,453,45:12:42,24:53:35,FR
1369,1370,1243  - WAN Amber Nga Ting A DROP OF LIFE,SEF,49,45:12:45,24:53:38,HK
1370,1371,2855  - YUEN Ka Lam,V1H,582,45:12:49,24:53:42,HK
1371,1372,2852  - WONG Tiu Yeung The Peak Hunter,SEH,454,45:12:52,24:53:45,HK
1372,1373,2450  - COMBRET Marc VEDAS ENDURANCE,V2H,206,45:13:06,24:53:59,FR
1373,1374,1886  - USHIROYAMA Masaru,V1H,583,45:13:09,24:54:02,JP
1374,1375,2154  - GARNY Pascal S/L US THANN ATHLETISME,V1H,584,45:13:29,24:54:22,FR
1375,1376,2137  - GARCÍA CABELLO Francisco José,V1H,585,45:13:55,24:54:48,ES
1376,1377,2149  - BELLEC David LM ENDURANCE,V1H,586,45:14:49,24:55:42,FR
1377,1378,1986  - ANTON Karl,V1H,587,45:14:50,24:55:43,FR
1378,1379,1671  - TANGUY Matthieu,V1H,588,45:16:22,24:57:15,FR
1379,1380,2390  - POUCHAIN Valéry,V2H,207,45:16:42,24:57:35,FR
1380,1381,401  - GOURCUFF Laure KEMPERLE TRIATHLON,SEF,50,45:16:43,24:57:36,FR
1381,1382,377  - KOVACS Daniel Marton Julbo,SEH,455,45:16:57,24:57:50,HU
1382,1383,810  - LEE Gyesook,V2F,11,45:16:59,24:57:52,KR
1383,1384,2532  - CALVEZ Olivier,V1H,589,45:17:16,24:58:09,FR
1384,1385,1443  - BILLERBY Erik,V1H,590,45:17:19,24:58:12,SE
1385,1386,2471  - MEYER Philippe,V1H,591,45:17:22,24:58:15,FR
1386,1387,854  - PYE Zoe,V1F,53,45:18:00,24:58:53,AU
1387,1388,2113  - THEPAUT Jeremy,SEH,456,45:18:17,24:59:10,FR
1388,1389,771  - GONZALEZ ROJAS Marisol GUTS MEXICO,SEF,51,45:18:21,24:59:14,MX
1389,1390,497  - DOULET Frederic,V3H,19,45:18:25,24:59:18,FR
1390,1391,2563  - ALEXANDRE Thomas,V1H,592,45:18:34,24:59:27,FR
1391,1392,1867  - VAUTHIER Maxime TEAM SABOTRAIL,V1H,593,45:18:36,24:59:29,FR
1392,1393,2724  - KRONHOLM Ida TEAM NORDIC TRAIL,V1F,54,45:19:25,25:00:18,FI
1393,1394,2081  - CANCEMI Giuseppe,V2H,208,45:19:36,25:00:29,IT
1394,1395,2329  - MATTEI César,V1H,594,45:20:34,25:01:27,FR
1395,1396,1291  - PIERRON Julie DENIV,SEF,52,45:20:42,25:01:35,FR
1396,1397,1643  - RESTELLINI Sebastien,SEH,457,45:21:04,25:01:57,FR
1397,1398,855  - ZHU Aili DELIGHT,SEF,53,45:21:14,25:02:07,CN
1398,1399,2058  - SŁOMOWICZ Jarosław,V1H,595,45:21:33,25:02:26,PL
1399,1400,2451  - LE GAL Matthieu,SEH,458,45:22:09,25:03:02,FR
1400,1401,1666  - DRESCHER Anke,V2F,12,45:22:29,25:03:22,DE
1401,1402,1326  - MATHIEU Ophelie,V1F,55,45:24:22,25:05:15,FR
1402,1403,2170  - GIACCHETTA Stéphane,V1H,596,45:24:32,25:05:25,BE
1403,1405,2370  - DELIGEARD Franck TRBB,V1H,597,45:24:35,25:05:28,FR
1404,1406,1432  - WHITE Deuglan WEST WATERFORD AC,SEH,459,45:24:36,25:05:29,IE
1405,1407,1696  - GARRIGUE Thierry TRBB,V1H,598,45:24:37,25:05:30,FR
1406,1407,2310  - FROIDEFOND Jean-Louis TRBB,V1H,598,45:24:37,25:05:30,FR
1407,1409,1847  - MARTIN Eric CORCY ENDURANCE,V1H,600,45:24:44,25:05:37,FR
1408,1410,445  - TALUKDAR Bipul,V1H,601,45:26:23,25:07:16,US
1409,1411,1447  - ALLIAUME Véronique,V2F,13,45:26:26,25:07:19,FR
1410,1412,2044  - GREGIS Andrea TRAIL RUNNING BRESCIA,SEH,460,45:26:37,25:07:30,IT
1411,1413,2424  - KAO Wade RUNNER'S HIGH CLUB,V1H,602,45:26:43,25:07:36,US
1412,1414,2189  - CHOO Jin Beng WARRIOR FITNESS PENANG,V1H,603,45:27:14,25:08:07,MY
1413,1415,359  - REMIGIO Thumbie,V1H,604,45:27:15,25:08:08,PH
1414,1416,2604  - KUROSAWA Yukimasa,V1H,605,45:27:41,25:08:34,JP
1415,1417,1451  - FERRY Christophe TEAM TUCHE,V2H,210,45:28:37,25:09:30,FR
1416,1418,1522  - TRAON Steeve,V1H,606,45:28:38,25:09:31,FR
1417,1419,486  - JAOUEN Stéphane,V1H,607,45:28:41,25:09:34,FR
1418,1420,365  - GUERIN Patrick KIKOUROU,V1H,608,45:28:43,25:09:36,FR
1419,1421,1945  - DUNKELS Antony,V1H,609,45:28:54,25:09:47,GB
1420,1422,1720  - POUSSING Nicolas,V2H,211,45:29:04,25:09:57,FR
1421,1423,1673  - VAERNEWYCK Frédéric,V1H,610,45:30:10,25:11:03,FR
1422,1424,2482  - KUPSZA András,V1H,611,45:30:16,25:11:09,HU
1423,1425,2268  - CHAN Pak Hong,SEH,461,45:30:32,25:11:25,HK
1424,1426,2579  - BOULAY Rodolphe,V2H,212,45:31:51,25:12:44,FR
1425,1427,2607  - STANGNES Eirik VALLEY STRIDERS,V1H,612,45:32:11,25:13:04,NO
1426,1428,2289  - XI Hongpeng,V1H,613,45:32:13,25:13:06,CN
1427,1429,1938  - FERRAND Herve CPG,V2H,213,45:33:07,25:14:00,FR
1428,1430,751  - NAKATA Kiyoko,V1F,56,45:33:11,25:14:04,JP
1429,1431,1541  - AKABORI Hideo RUN TO THE MOON,V2H,214,45:33:14,25:14:07,JP
1430,1432,1512  - HO Yuen Loong PACEMAKERS MALAYSIA,V1H,614,45:33:19,25:14:12,MY
1431,1433,1993  - SATO Takashi 庄内ゆるラン,V1H,615,45:34:18,25:15:11,JP
1432,1434,2428  - AGNESINA Alberto MASTER NOVARA,V2H,215,45:34:21,25:15:14,IT
1433,1435,2366  - MAINWARING Andrew STOCKPORT TRI,V1H,616,45:34:27,25:15:20,GB
1434,1436,2477  - ISHII Shogo,V1H,617,45:34:29,25:15:22,JP
1435,1437,2757  - POLOMSKI Daniel,V1H,618,45:34:41,25:15:34,PL
1436,1438,2720  - CALVO RODRIGUEZ Beatriz GRUPO SENDERISTA PRISMA,SEF,54,45:35:16,25:16:09,ES
1437,1439,2490  - GONZALEZ RODRIGUEZ Miguel Angel Desafío Running Mostoles,SEH,462,45:35:23,25:16:16,ES
1438,1440,2319  - REVEILLER Etienne CAP BUGEY,V1H,619,45:35:56,25:16:49,FR
1439,1441,479  - ROSSI Thierry OCT55,V1H,620,45:35:57,25:16:50,FR
1440,1442,2303  - SIM Whitley,V1H,621,45:36:22,25:17:15,SG
1441,1443,2055  - LASCOMBES Franck CMBM,V2H,216,45:37:51,25:18:44,FR
1442,1444,2749  - KIKUCHI Daisuke,V1H,622,45:38:08,25:19:01,JP
1443,1445,1935  - LEUNG Kai Ho,SEH,463,45:38:19,25:19:12,HK
1444,1446,2353  - NICOLAS Romain,SEH,464,45:38:35,25:19:28,FR
1445,1447,1893  - DUPONT Frederic,SEH,465,45:39:04,25:19:57,BE
1446,1448,2254  - PALÁSEK Aleš PALDOVE,V1H,623,45:39:25,25:20:18,CZ
1447,1449,2481  - VANDERZYPPE Ludovic TCM62,V2H,217,45:39:27,25:20:20,FR
1448,1450,639  - TSANG Yin Hung,V1F,57,45:39:41,25:20:34,HK
1449,1451,2080  - BALDO Bastien,SEH,466,45:39:49,25:20:42,FR
1450,1452,407  - GUIBERTEAU Christelle,SEF,55,45:40:17,25:21:10,FR
1451,1453,2382  - SCUTURICI Vasile Marian,V1H,624,45:40:23,25:21:16,RO
1452,1454,1978  - SAWKA Tomasz CAFFEDELMONDO,V1H,625,45:40:24,25:21:17,PL
1453,1455,2358  - GONCALVES Willy RAACE,V1H,626,45:40:35,25:21:28,FR
1454,1456,2226  - AMIEL François Xavier,V1H,627,45:40:57,25:21:50,FR
1455,1457,2164  - PERRUCHON Jean-Baptiste TRAIL CLUB SAINT GERVAIS MONT BLANC,V3H,20,45:40:58,25:21:51,FR
1456,1458,2663  - POIROUX Stephane COURS'SON NATURE,V1H,628,45:41:05,25:21:58,FR
1457,1459,1576  - BOILINI Ermanna TEAM MUD & SNOW,V3F,3,45:43:27,25:24:20,IT
1458,1460,2662  - SHAMMA Shihab,V3H,21,45:43:33,25:24:26,US
1459,1461,1740  - MULOCK Amanda,SEF,56,45:43:46,25:24:39,CA
1460,1462,1156  - SCHIRMER Sabrina UPFIT/RAIZ TRAIL,V1F,58,45:44:06,25:24:59,BR
1461,1462,2224  - SANTOS Tony TRIATHLON CASTRES,SEH,467,45:44:06,25:24:59,FR
1462,1464,850  - BARRETT Katherine,SEF,57,45:44:11,25:25:04,GB
1463,1465,2700  - CARNEVALE MIACCA Norberto Ariel,V2H,218,45:45:07,25:26:00,AR
1464,1465,2700  - CAUSSE - POLETTI Catherine,,218,45:45:07,25:26:00,FR
